GKZ;Gemeindename;BEZEICHNUNG
60216;Sankt Lorenzen im Mürztal;Viktor Kaplan-Weg
60216;Sankt Lorenzen im Mürztal;Waldweg
60216;Sankt Lorenzen im Mürztal;Weinbergsiedlung
60216;Sankt Lorenzen im Mürztal;Wiedenbergweg
60216;Sankt Lorenzen im Mürztal;Winkelweg
60217;Sankt Marein im Mürztal;Am Mühlberg
60217;Sankt Marein im Mürztal;Am Ried
60217;Sankt Marein im Mürztal;Am Stollingbach
60217;Sankt Marein im Mürztal;Andreas-Hofer-Straße
60217;Sankt Marein im Mürztal;Anzengrubergasse
60217;Sankt Marein im Mürztal;Auweg
60217;Sankt Marein im Mürztal;Bäckergasse
60217;Sankt Marein im Mürztal;Bahnhofstraße
60217;Sankt Marein im Mürztal;Bergweg
60217;Sankt Marein im Mürztal;Bindergasse
60217;Sankt Marein im Mürztal;Böhlerstraße
60217;Sankt Marein im Mürztal;Brahmsgasse
60217;Sankt Marein im Mürztal;Brückengasse
60217;Sankt Marein im Mürztal;Brunnenweg
60217;Sankt Marein im Mürztal;Dr.-Karl-Renner-Straße
60217;Sankt Marein im Mürztal;Eppensteinerweg
60217;Sankt Marein im Mürztal;Erzherzog-Johann-Straße
60217;Sankt Marein im Mürztal;Ferdinand-Raimund-Weg
60217;Sankt Marein im Mürztal;Gärtnerweg
60217;Sankt Marein im Mürztal;Gewerbestraße
60217;Sankt Marein im Mürztal;Graschnitzstraße
60217;Sankt Marein im Mürztal;Grenzstraße
60217;Sankt Marein im Mürztal;Grimmstraße
60217;Sankt Marein im Mürztal;Hauptplatz
60217;Sankt Marein im Mürztal;Hauptstraße
60217;Sankt Marein im Mürztal;Hofweg
60217;Sankt Marein im Mürztal;Industriestraße
60217;Sankt Marein im Mürztal;Jägergasse
60217;Sankt Marein im Mürztal;Johann-Strauß-Weg
60217;Sankt Marein im Mürztal;Kirchweg
60217;Sankt Marein im Mürztal;Lambrechtstraße
60217;Sankt Marein im Mürztal;Landstraße
60217;Sankt Marein im Mürztal;Lindengasse
60217;Sankt Marein im Mürztal;Marienweg
60217;Sankt Marein im Mürztal;Mattnerstraße
60217;Sankt Marein im Mürztal;Max-Mell-Weg
60217;Sankt Marein im Mürztal;Mozartstraße
60217;Sankt Marein im Mürztal;Mürzstraße
60217;Sankt Marein im Mürztal;Mürzzeile
60217;Sankt Marein im Mürztal;Neubaugasse
60217;Sankt Marein im Mürztal;Parkstraße
60217;Sankt Marein im Mürztal;Paula-Grogger-Straße
60217;Sankt Marein im Mürztal;Petzoldstraße
60217;Sankt Marein im Mürztal;Pfaffendorfer Weg
60217;Sankt Marein im Mürztal;Poschweg
60217;Sankt Marein im Mürztal;Schaldorferstraße
60217;Sankt Marein im Mürztal;Schloßweg
60217;Sankt Marein im Mürztal;Schmölzergasse
60217;Sankt Marein im Mürztal;Schubertstraße
60217;Sankt Marein im Mürztal;Sölsnitzstraße
60217;Sankt Marein im Mürztal;Sonnleiten
60217;Sankt Marein im Mürztal;Sportplatzweg
60217;Sankt Marein im Mürztal;Teichwaldsiedlung
60217;Sankt Marein im Mürztal;Villenweg
60217;Sankt Marein im Mürztal;Waldweg
60217;Sankt Marein im Mürztal;Werk-VI-Straße
60217;Sankt Marein im Mürztal;Zeppelinweg
60218;Sankt Sebastian;Am Buchenkogel
60218;Sankt Sebastian;Am Fluder
60218;Sankt Sebastian;Am Föhrenberg
60218;Sankt Sebastian;Am Hechtensee
60218;Sankt Sebastian;Am Köckensattel
60218;Sankt Sebastian;Am Sonnenhang
60218;Sankt Sebastian;Am Zellerrain
60218;Sankt Sebastian;An der Forststraße
60218;Sankt Sebastian;An der Museumsbahn
60218;Sankt Sebastian;Arnstorfer Bühel
60218;Sankt Sebastian;Bachweg
60218;Sankt Sebastian;Bahnhofstraße
60218;Sankt Sebastian;Bahnpromenade
60218;Sankt Sebastian;Berggasse
60218;Sankt Sebastian;Bundesstraße
60218;Sankt Sebastian;Erlaufseestraße
60218;Sankt Sebastian;Erlenweg
60218;Sankt Sebastian;Feldbauerweg
60218;Sankt Sebastian;Feldgasse
60218;Sankt Sebastian;Fleschweg
60218;Sankt Sebastian;Gartengasse
60218;Sankt Sebastian;Göschlhofweg
60218;Sankt Sebastian;Grünauer Straße
60218;Sankt Sebastian;Habertheuerstraße
60218;Sankt Sebastian;Hangweg
60218;Sankt Sebastian;Heimweg
60218;Sankt Sebastian;In der Grünau
60218;Sankt Sebastian;Kapellerweg
60218;Sankt Sebastian;Kirchenweg
60218;Sankt Sebastian;Lenzbauerweg
60218;Sankt Sebastian;Lurg
60218;Sankt Sebastian;Mühlweg
60218;Sankt Sebastian;Nazbauerweg
60218;Sankt Sebastian;Neukoglerweg
60218;Sankt Sebastian;Poldlbauerweg
60218;Sankt Sebastian;Quellenweg
60218;Sankt Sebastian;Ritzhofstraße
60218;Sankt Sebastian;Rudolfshöhe
60218;Sankt Sebastian;Schmelzerweg
60218;Sankt Sebastian;Schrottenreith
60218;Sankt Sebastian;Schusterbauerweg
60218;Sankt Sebastian;Seewirtsiedlung
60218;Sankt Sebastian;Sigmundsberg
60218;Sankt Sebastian;Sommerau
60218;Sankt Sebastian;Sonnenweg
60218;Sankt Sebastian;Spitalgasse
60218;Sankt Sebastian;Steirerweg
60218;Sankt Sebastian;Teichbauerweg
60218;Sankt Sebastian;Teichmühle
60218;Sankt Sebastian;Türkengrabenweg
60218;Sankt Sebastian;Waldpromenade
60218;Sankt Sebastian;Waldrandsiedlung
60218;Sankt Sebastian;Wiesenweg
60219;Thörl;Fölz
60219;Thörl;Hinterberg
60219;Thörl;Palbersdorf
60219;Thörl;Thörl
60220;Tragöß;Oberort
60220;Tragöß;Pichl-Großdorf
60220;Tragöß;Schattenberg
60220;Tragöß;Sonnberg
60220;Tragöß;Tal
60220;Tragöß;Unterort
60221;Turnau;Au bei Turnau
60221;Turnau;Göriach
60221;Turnau;Seewiesen
60221;Turnau;Stübming
60221;Turnau;Thal
60221;Turnau;Turnau
