50103806	10
51000750	10
51006250	10
51006350	10
51001193	10
51001650	10
51000394	10
50106807	10
50103907	10
51001105	10
50101305	10
50101302	10
50101607	10
50102907	10
50100808	10
51010850	10
51001004	10
51000157	10
51000389	10
51000475	10
50689494	10
51000707	10
51006450	10
51000807	10
51006550	10
51001498	10
50101208	10
50103604	10
50107407	10
51001107	10
51000396	10
50100189	10
50100497	10
50102904	10
50100397	10
51000401	10
50100187	10
51000194	10
51008950	10
50103204	10
51000495	10
50102807	10
50100601	10
50100360	10
50100159	10
51004650	10
51000702	10
51000197	10
51000584	10
50100598	10
51000500	10
50102000	10
50100801	10
50100998	10
50100701	10
51000407	10
51300800	10
51000195	10
50100593	10
50100699	10
50100274	10
50105550	10
50023907	10
51003450	10
51000170	10
51002004	10
50104605	10
51003305	10
51000155	10
50000604	10
51000270	10
50022607	10
51001806	10
50104007	10
50101807	10
50100705	10
50102707	10
50100386	10
50101001	10
51000587	10
51011850	10
50101506	10
50007508	10
50100695	10
51001001	10
51000384	10
51000904	10
50100404	10
51001398	10
51000296	10
50100160	10
50100680	10
51301507	10
50105407	10
51005250	10
51002250	10
50100188	10
50100174	10
51001300	10
50100605	10
50101805	10
50043007	10
50100703	10
51000206	10
51000187	10
51001307	10
51001750	10
50104107	10
50102107	10
51001705	10
50100950	10
50103950	10
51001407	10
51009150	10
50101804	10
50021806	10
51007950	10
50100995	10
50100604	10
50100504	10
51001198	10
50104304	10
50021906	10
50104907	10
51000705	10
50100106	10
50104404	10
51000574	10
50101307	10
50100503	10
50102505	10
51001104	10
50104005	10
51308250	10
50100387	10
50101402	10
50102507	10
50106107	10
50105807	10
50100908	10
51000190	10
51000203	10
50101104	10
51003205	10
50102900	10
51001693	10
50104150	10
51001593	10
50104105	10
50100405	10
51000387	10
51001393	10
50107307	10
51009550	10
50022406	10
50100506	10
50041407	10
51000297	10
50100407	10
50101308	10
50102506	10
50104804	10
51000706	10
51000303	10
50100172	10
50102004	10
51000598	10
51011950	10
50101408	10
50101707	10
50103705	10
51000794	10
51002450	10
51003805	10
50100259	10
50100802	10
50100288	10
50100195	10
50103506	10
50100176	10
